seed,model,split,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,best_epoch,val_auprc_weak,num_parameters,num_features
42,gcn_homogeneous,val,all,0.22635548580279666,0.8545454545454545,0.3090909090909091,0.5272727272727272,0.425340150612031,0.11576354679802955,0.7798561151079137,0.44495199975654015,0.37139040563199494,750.0,55.0,0.07333333333333333,105.0,0.9042180453342663,21250.0,
42,gcn_homogeneous,test,entity,0.555775134641385,0.8888888888888888,0.46296296296296297,0.6851851851851852,0.5286098418608149,0.1867704280155642,0.8637191066302596,0.3405922663098615,0.2750437194541648,583.0,54.0,0.09262435677530018,105.0,0.9042180453342663,21250.0,
42,gcn_homogeneous,test,all,0.25284308561118923,0.8888888888888888,0.25925925925925924,0.48148148148148145,0.4389689319112776,0.12151898734177215,0.8098525968497233,0.4333338623980102,0.3572853709731739,750.0,54.0,0.072,105.0,0.9042180453342663,21250.0,
43,rgcn,val,entity,0.46948544839076783,0.7804878048780488,0.4634146341463415,0.6097560975609756,0.454018954018954,0.1198501872659176,0.7604596622889306,0.40664272127109913,0.36906366623376413,561.0,41.0,0.07308377896613191,85.0,0.9539561459314743,144130.0,
43,rgcn,val,all,0.4467660523329522,0.7804878048780488,0.4146341463414634,0.5121951219512195,0.45347766172612075,0.09815950920245399,0.7590216381712476,0.432239730436936,0.3586806348035849,750.0,41.0,0.05466666666666667,85.0,0.9539561459314743,144130.0,
43,rgcn,test,entity,0.4556136557325617,0.8108108108108109,0.5135135135135135,0.6216216216216216,0.4554216867469879,0.11406844106463879,0.7585483210483212,0.40825833191755695,0.3618702074425533,565.0,37.0,0.06548672566371681,85.0,0.9539561459314743,144130.0,
43,rgcn,test,all,0.4352575273980816,0.8108108108108109,0.4594594594594595,0.6216216216216216,0.45568608155483115,0.09433962264150944,0.7599787726014936,0.4300379568197338,0.3507134893952184,750.0,37.0,0.04933333333333333,85.0,0.9539561459314743,144130.0,
43,rule_based,val,entity,0.11276177478005416,0.8048780487804879,0.0975609756097561,0.24390243902439024,0.413810541972669,0.10784313725490197,0.6676829268292683,0.4862745098384519,0.3776916222898507,561.0,41.0,0.07308377896613191,,,,
43,rule_based,val,all,0.08699914975966763,0.8048780487804879,0.0975609756097561,0.24390243902439024,0.37656894225048765,0.07746478873239436,0.6643675393030376,0.5095333338777225,0.3851900008177759,750.0,41.0,0.05466666666666667,,,,
43,rule_based,test,entity,0.10505537535223822,0.7837837837837838,0.21621621621621623,0.2702702702702703,0.39232028467155944,0.09177215189873418,0.6318847256347256,0.5013274343667832,0.37406637208546173,565.0,37.0,0.06548672566371681,,,,
43,rule_based,test,all,0.08103801611045938,0.7837837837837838,0.21621621621621623,0.24324324324324326,0.35355392156862747,0.0654627539503386,0.6289943519957544,0.522133334428072,0.3825666677256427,750.0,37.0,0.04933333333333333,,,,
43,mlp,val,entity,0.18845201499673406,0.5121951219512195,0.24390243902439024,0.3170731707317073,0.4213153985806239,0.08366533864541832,0.5666979362101313,0.4132995522064746,0.3008579794644656,561.0,41.0,0.07308377896613191,155.0,0.8430799851147724,4866.0,
43,mlp,val,all,0.13402372913096405,0.5121951219512195,0.21951219512195122,0.2926829268292683,0.3890387770337577,0.058333333333333334,0.541711101173071,0.4546253045921525,0.3280835807344938,750.0,41.0,0.05466666666666667,155.0,0.8430799851147724,4866.0,
43,mlp,test,entity,0.08906240526129097,0.5135135135135135,0.10810810810810811,0.21621621621621623,0.438484339535025,0.08260869565217391,0.5230855855855856,0.3842121747924031,0.2865275902187084,565.0,37.0,0.06548672566371681,155.0,0.8430799851147724,4866.0,
